booth_no,type,geometry
1052,ts,"POLYGON ((-79.38560827941028 43.64099490335323, -79.38559770488548 43.64096779394499, -79.38563512786536 43.64096014906703, -79.38564570239016 43.64098725847873, -79.38560827941028 43.64099490335323))"
1036,ts,"POLYGON ((-79.38569287560846 43.64121177817887, -79.38568230108368 43.64118466886848, -79.38571972406355 43.64117702401812, -79.38573029858834 43.64120413333196, -79.38569287560846 43.64121177817887))"
1039,ts,"POLYGON ((-79.38575702034395 43.64116926011903, -79.38574644581918 43.64114215078946, -79.38578386879904 43.64113450593369, -79.38579444332382 43.64116161526671, -79.38575702034395 43.64116926011903))"
1041,ts,"POLYGON ((-79.38574644581918 43.64114215078946, -79.38573587129441 43.64111504144765, -79.38577329427429 43.64110739658844, -79.38578386879904 43.64113450593369, -79.38574644581918 43.64114215078946))"
1051,ts,"POLYGON ((-79.3856935731953 43.6410066039581, -79.38568299867056 43.64097949455512, -79.38572042165045 43.64097184967866, -79.38573099617518 43.64099895908509, -79.3856935731953 43.6410066039581))"
1053,ts,"POLYGON ((-79.38568299867056 43.64097949455512, -79.38567242414577 43.64095238513993, -79.38570984712563 43.64094474026, -79.38572042165045 43.64097184967866, -79.38568299867056 43.64097949455512))"
1037,ts,"POLYGON ((-79.38576759486874 43.64119636943638, -79.38575702034396 43.64116926011904, -79.38579444332382 43.64116161526671, -79.38580501784863 43.64118872458751, -79.38576759486874 43.64119636943638))"
1138,ts,"POLYGON ((-79.38579444332382 43.6411616152667, -79.38578386879904 43.64113450593369, -79.3858212917789 43.64112686107694, -79.3858318663037 43.64115397041341, -79.38579444332382 43.6411616152667))"
1140,ts,"POLYGON ((-79.38578386879904 43.64113450593369, -79.38577329427429 43.64110739658842, -79.38581071725415 43.64109975172824, -79.3858212917789 43.64112686107694, -79.38578386879904 43.64113450593369))"
1152,ts,"POLYGON ((-79.38572042165042 43.64097184967866, -79.38570984712563 43.64094474026, -79.3857472701055 43.64093709537912, -79.38575784463031 43.64096420480121, -79.38572042165042 43.64097184967866))"
1136,ts,"POLYGON ((-79.3858050178486 43.6411887245875, -79.38579444332382 43.64116161526671, -79.3858318663037 43.64115397041341, -79.38584244082848 43.64118107973766, -79.3858050178486 43.6411887245875))"
1139,ts,"POLYGON ((-79.38586848956447 43.6411463448672, -79.38585791503969 43.64111923552728, -79.38589533801955 43.64111159066859, -79.38590591254435 43.64113870001196, -79.38586848956447 43.6411463448672))"
1145,ts,"POLYGON ((-79.38583676599015 43.64106501681076, -79.38582619146537 43.64103790743414, -79.38586361444527 43.64103026256512, -79.38587418897005 43.64105737194518, -79.38583676599015 43.64106501681076))"
1147,ts,"POLYGON ((-79.38582619146537 43.64103790743414, -79.38581561694062 43.6410107980453, -79.38585303992049 43.64100315317282, -79.38586361444527 43.64103026256512, -79.38582619146537 43.64103790743414))"
1149,ts,"POLYGON ((-79.38581561694062 43.6410107980453, -79.38580504241581 43.64098368864422, -79.3858424653957 43.64097604376829, -79.38585303992049 43.64100315317282, -79.38581561694062 43.6410107980453))"
1238,ts,"POLYGON ((-79.38590591254433 43.64113870001196, -79.38589533801955 43.64111159066859, -79.38593276099942 43.64110394580893, -79.38594333552422 43.64113105515575, -79.38590591254433 43.64113870001196))"
1240,ts,"POLYGON ((-79.38589533801955 43.64111159066859, -79.3858847634948 43.64108448131299, -79.38592218647467 43.64107683644989, -79.38593276099942 43.64110394580893, -79.38589533801955 43.64111159066859))"
1242,ts,"POLYGON ((-79.3858847634948 43.64108448131299, -79.38587418897001 43.64105737194516, -79.38591161194992 43.64104972707862, -79.38592218647467 43.64107683644989, -79.3858847634948 43.64108448131299))"
1244,ts,"POLYGON ((-79.38587418897001 43.64105737194516, -79.38586361444523 43.6410302625651, -79.38590103742513 43.6410226176951, -79.38591161194992 43.64104972707862, -79.38587418897001 43.64105737194516))"
1246,ts,"POLYGON ((-79.38586361444523 43.6410302625651, -79.38585303992048 43.6410031531728, -79.38589046290036 43.64099550829935, -79.38590103742513 43.6410226176951, -79.38586361444523 43.6410302625651))"
1248,ts,"POLYGON ((-79.38585303992048 43.6410031531728, -79.38584246539568 43.64097604376828, -79.38587988837557 43.64096839889138, -79.38589046290036 43.64099550829935, -79.38585303992048 43.6410031531728))"
1337,ts,"POLYGON ((-79.38610439178008 43.64112794429992, -79.3860938172553 43.6411008349517, -79.38613124023516 43.64109319009068, -79.38614181475995 43.64112029944234, -79.38610439178008 43.64112794429992))"
1339,ts,"POLYGON ((-79.3860938172553 43.6411008349517, -79.38608324273054 43.64107372559125, -79.38612066571041 43.64106608072678, -79.38613124023516 43.64109319009068, -79.3860938172553 43.6411008349517))"
1237,ts,"POLYGON ((-79.38599006065911 43.64114974923481, -79.38597948613433 43.64112263989642, -79.38601690911422 43.64111499503817, -79.386027483639 43.64114210437999, -79.38599006065911 43.64114974923481))"
1336,ts,"POLYGON ((-79.38602748363898 43.64114210437999, -79.38601690911422 43.64111499503817, -79.38605433209408 43.64110735017894, -79.38606490661886 43.64113445952422, -79.38602748363898 43.64114210437999))"
1436,ts,"POLYGON ((-79.38616866321502 43.64108554522867, -79.38617923773982 43.64111265458379, -79.38614181475994 43.64112029944233, -79.38613124023516 43.64109319009068, -79.38612066571041 43.64106608072677, -79.38615808869028 43.64105843586132, -79.38616866321502 43.64108554522867))"
1251,ts,"POLYGON ((-79.38597019481612 43.64089181217525, -79.38599186446885 43.6409459519864, -79.38591700657086 43.64096164349636, -79.38589533691814 43.64090750369937, -79.38597019481612 43.64089181217525))"
1141,ts,"POLYGON ((-79.3858847634948 43.641084481313, -79.38589533801955 43.64111159066859, -79.38585791503969 43.64111923552728, -79.38584734051493 43.64109212617513, -79.38583676599015 43.64106501681076, -79.38587418897005 43.64105737194518, -79.3858847634948 43.641084481313))"
1151,ts,"POLYGON ((-79.38579446789107 43.6409565792309, -79.38578389336629 43.64092946980537, -79.38582131634615 43.64092182492254, -79.38583189087096 43.64094893435153, -79.3858424653957 43.64097604376829, -79.38580504241581 43.64098368864422, -79.38579446789107 43.6409565792309))"
1250,ts,"POLYGON ((-79.38586931385082 43.64094128947117, -79.38587988837557 43.64096839889138, -79.38584246539568 43.64097604376828, -79.38583189087093 43.64094893435152, -79.38582131634615 43.64092182492254, -79.38585873932603 43.64091418003872, -79.38586931385082 43.64094128947117))"
1047,ts,"POLYGON ((-79.38570414772009 43.64103371334883, -79.3856935731953 43.6410066039581, -79.38573099617518 43.64099895908509, -79.38574157069996 43.64102606847927, -79.38575214522474 43.64105317786123, -79.38571472224484 43.64106082272734, -79.38570414772009 43.64103371334883))"
1146,ts,"POLYGON ((-79.38573099617517 43.64099895908507, -79.38572042165042 43.64097184967866, -79.38575784463031 43.64096420480121, -79.38576841915504 43.64099131421109, -79.38577899367985 43.64101842360872, -79.3857895682046 43.64104553299413, -79.3857521452247 43.64105317786122, -79.38574157069996 43.64102606847926, -79.38573099617517 43.64099895908507))"
1043,ts,"POLYGON ((-79.38576271974954 43.64108028723096, -79.38577329427429 43.64110739658844, -79.38573587129441 43.64111504144765, -79.38572529676962 43.64108793209361, -79.38571472224484 43.64106082272734, -79.38575214522474 43.64105317786123, -79.38576271974954 43.64108028723096))"
1142,ts,"POLYGON ((-79.38580014272941 43.64107264236731, -79.38581071725415 43.64109975172824, -79.38577329427429 43.64110739658842, -79.38576271974948 43.64108028723093, -79.3857521452247 43.64105317786122, -79.3857895682046 43.64104553299413, -79.38580014272941 43.64107264236731))"
939,ts,"POLYGON ((-79.38563430357904 43.6411652043987, -79.38562372905427 43.64113809506728, -79.38566115203413 43.64113045021101, -79.3856717265589 43.64115755954585, -79.38568230108368 43.64118466886848, -79.3856448781038 43.64119231371787, -79.38563430357904 43.6411652043987))"
947,ts,"POLYGON ((-79.38562942845982 43.64104912213304, -79.3856400029846 43.6410762315046, -79.3856025800047 43.64108387636778, -79.38559200547994 43.64105676699968, -79.38558143095516 43.64102965761934, -79.38561885393504 43.64102201274926, -79.38562942845982 43.64104912213304))"
1048,ts,"POLYGON ((-79.38561885393501 43.64102201274925, -79.38560827941028 43.64099490335323, -79.38564570239016 43.64098725847873, -79.3856562769149 43.6410143678782, -79.38566685143969 43.64104147726543, -79.38562942845982 43.64104912213304, -79.38561885393501 43.64102201274925))"
1241,ts,"POLYGON ((-79.38600218969616 43.64097303851888, -79.3860439785589 43.64108115250738, -79.38597015318365 43.64109609676905, -79.3859283643209 43.64098798280745, -79.38600218969616 43.64097303851888))"
552,ts,"POLYGON ((-79.38508659133147 43.64110326338778, -79.38507601680668 43.64107615403433, -79.38511343978655 43.64106850917183, -79.38512401431136 43.64109561852874, -79.38508659133147 43.64110326338778))"
637,ts,"POLYGON ((-79.3853202084325 43.6412868677981, -79.38529904171652 43.64123232139823, -79.38548576458724 43.64119437483387, -79.38550693130323 43.64124892126821, -79.3853202084325 43.6412868677981))"
1439,ts,"POLYGON ((-79.38620346096297 43.64107745793868, -79.3861928864382 43.64105034856768, -79.38623030941808 43.64104270370022, -79.38624088394286 43.64106981307468, -79.38620346096297 43.64107745793868))"
1441,ts,"POLYGON ((-79.3861928864382 43.64105034856768, -79.38618231191344 43.64102323918444, -79.38621973489332 43.64101559431355, -79.38623030941808 43.64104270370022, -79.3861928864382 43.64105034856768))"
1443,ts,"POLYGON ((-79.38618231191344 43.64102323918444, -79.38617173738866 43.64099612978898, -79.38620916036858 43.64098848491464, -79.38621973489332 43.64101559431355, -79.38618231191344 43.64102323918444))"
1449,ts,"POLYGON ((-79.38615058833912 43.64094191096136, -79.38614001381434 43.6409148015292, -79.38617743679423 43.64090715664451, -79.38618801131901 43.64093426608012, -79.38615058833912 43.64094191096136))"
1451,ts,"POLYGON ((-79.38614001381434 43.6409148015292, -79.38612943928959 43.64088769208481, -79.38616686226948 43.64088004719666, -79.38617743679423 43.64090715664451, -79.38614001381434 43.6409148015292))"
1453,ts,"POLYGON ((-79.38612943928959 43.64088769208481, -79.38611886476481 43.64086058262819, -79.38615628774467 43.64085293773658, -79.38616686226948 43.64088004719666, -79.38612943928959 43.64088769208481))"
1423,ts,"POLYGON ((-79.38627321211072 43.64114979145074, -79.38628378663546 43.64117690077688, -79.38629436116025 43.64120401009077, -79.38630493568503 43.64123111939244, -79.38631551020981 43.64125822868187, -79.38632608473456 43.64128533795906, -79.38628866175469 43.64129298279563, -79.38627808722991 43.64126587352189, -79.38626751270513 43.64123876423591, -79.38625693818038 43.6412116549377, -79.38624636365557 43.64118454562725, -79.38623578913084 43.64115743630456, -79.38622521460606 43.64113032696966, -79.38626263758592 43.64112268211238, -79.38627321211072 43.64114979145074))"
417,ts,"POLYGON ((-79.38520149485659 43.64160260443207, -79.38519092033184 43.64157549529802, -79.38518034580706 43.64154838615175, -79.38521776878696 43.64154074134767, -79.38522834331171 43.6415678504974, -79.38523891783646 43.64159495963488, -79.38520149485659 43.64160260443207))"
503,ts,"POLYGON ((-79.38538884473293 43.64176899500265, -79.38537827020814 43.64174188594369, -79.38536769568336 43.6417147768725, -79.38540511866326 43.6417071320896, -79.38541569318805 43.64173424116424, -79.3854262677128 43.64176135022666, -79.38538884473293 43.64176899500265))"
2127,ix,"POLYGON ((-79.38462828496407 43.64157451919346, -79.38461771043931 43.64154741004675, -79.38460713591451 43.64152030088781, -79.38464455889439 43.64151265608016, -79.38465513341919 43.64153976524256, -79.38466570794397 43.64156687439272, -79.38462828496407 43.64157451919346))"
743,ts,"POLYGON ((-79.38540583655258 43.64109584028304, -79.38543827677184 43.64117636373866, -79.38540010232224 43.64118413353257, -79.38536872367611 43.64110339402098, -79.38540583655258 43.64109584028304))"
7322N,tn,"POLYGON ((-79.38672012272262 43.64381823185193, -79.38668297594937 43.64382589261871, -79.38667265202341 43.64379967797407, -79.38670979879669 43.64379201720395, -79.38672012272262 43.64381823185193))"
7324N,tn,"POLYGON ((-79.38670979879669 43.64379201720395, -79.38667265202342 43.64379967797407, -79.38666232809747 43.64377346331798, -79.38669947487074 43.64376580254451, -79.38670979879669 43.64379201720395))"
7326N,tn,"POLYGON ((-79.38669947487074 43.64376580254451, -79.38666232809749 43.64377346331798, -79.38665200417152 43.64374724865046, -79.3866891509448 43.64373958787364, -79.38669947487074 43.64376580254451))"
7328N,tn,"POLYGON ((-79.3866891509448 43.64373958787364, -79.38665200417154 43.64374724865044, -79.3866416802456 43.64372103397149, -79.38667882701887 43.64371337319133, -79.3866891509448 43.64373958787364))"
7330N,tn,"POLYGON ((-79.38667882701887 43.64371337319133, -79.3866416802456 43.64372103397149, -79.38663135631965 43.64369481928108, -79.38666850309293 43.64368715849758, -79.38667882701887 43.64371337319133))"
7231N,tn,"POLYGON ((-79.3866416802456 43.64372103397149, -79.38660453347234 43.64372869475066, -79.38659420954639 43.6437024800636, -79.38663135631965 43.64369481928108, -79.3866416802456 43.64372103397149))"
7229N,tn,"POLYGON ((-79.38665200417152 43.64374724865046, -79.38661485739827 43.64375490942628, -79.38660453347232 43.64372869475066, -79.3866416802456 43.64372103397149, -79.38665200417152 43.64374724865046))"
7227N,tn,"POLYGON ((-79.38666232809747 43.64377346331798, -79.38662518132421 43.64378112409047, -79.38661485739826 43.64375490942628, -79.38665200417152 43.64374724865046, -79.38666232809747 43.64377346331798))"
7225N,tn,"POLYGON ((-79.38667265202342 43.64379967797407, -79.38663550525017 43.6438073387432, -79.38662518132421 43.64378112409047, -79.38666232809749 43.64377346331798, -79.38667265202342 43.64379967797407))"
7223N,tn,"POLYGON ((-79.38668297594937 43.64382589261871, -79.38664582917612 43.64383355338451, -79.38663550525015 43.64380733874321, -79.38667265202342 43.64379967797407, -79.38668297594937 43.64382589261871))"
7422N,tn,"POLYGON ((-79.38681962965421 43.64379678684455, -79.38678248288096 43.64380444761407, -79.386772158955 43.64377823296006, -79.38680930572828 43.64377057218721, -79.38681962965421 43.64379678684455))"
7424N,tn,"POLYGON ((-79.38680930572828 43.64377057218721, -79.38677215895503 43.64377823296006, -79.38676183502906 43.64375201829462, -79.38679898180233 43.64374435751841, -79.38680930572828 43.64377057218721))"
7426N,tn,"POLYGON ((-79.38679898180233 43.64374435751841, -79.38676183502908 43.64375201829461, -79.38675151110311 43.64372580361773, -79.38678865787639 43.64371814283819, -79.38679898180233 43.64374435751841))"
7428N,tn,"POLYGON ((-79.38678865787639 43.64371814283819, -79.38675151110314 43.64372580361773, -79.38674118717718 43.64369958892942, -79.38677833395045 43.64369192814652, -79.38678865787639 43.64371814283819))"
7430N,tn,"POLYGON ((-79.38677833395045 43.64369192814652, -79.38674118717719 43.64369958892941, -79.38673086325123 43.64367337422964, -79.38676801002451 43.64366571344342, -79.38677833395045 43.64369192814652))"
7331N,tn,"POLYGON ((-79.38674118717718 43.64369958892942, -79.38670404040393 43.64370724971131, -79.38669371647796 43.6436810350149, -79.38673086325123 43.64367337422964, -79.38674118717718 43.64369958892942))"
7329N,tn,"POLYGON ((-79.38675151110311 43.64372580361773, -79.38671436432986 43.64373346439629, -79.3867040404039 43.64370724971133, -79.38674118717718 43.64369958892942, -79.38675151110311 43.64372580361773))"
7327N,tn,"POLYGON ((-79.38676183502906 43.64375201829462, -79.3867246882558 43.64375967906984, -79.38671436432985 43.6437334643963, -79.38675151110311 43.64372580361773, -79.38676183502906 43.64375201829462))"
7325N,tn,"POLYGON ((-79.38677215895503 43.64377823296006, -79.38673501218176 43.64378589373194, -79.3867246882558 43.64375967906984, -79.38676183502908 43.64375201829461, -79.38677215895503 43.64377823296006))"
7323N,tn,"POLYGON ((-79.38678248288096 43.64380444761407, -79.38674533610771 43.6438121083826, -79.38673501218175 43.64378589373194, -79.38677215895503 43.64377823296006, -79.38678248288096 43.64380444761407))"
7522N,tn,"POLYGON ((-79.38691881656169 43.64377567623477, -79.38688166978842 43.64378333700697, -79.38687134586247 43.64375712234376, -79.38690849263574 43.64374946156821, -79.38691881656169 43.64377567623477))"
7524N,tn,"POLYGON ((-79.38690849263574 43.64374946156821, -79.38687134586249 43.64375712234376, -79.38686102193653 43.6437309076691, -79.38689816870981 43.64372324689021, -79.38690849263574 43.64374946156821))"
7526N,tn,"POLYGON ((-79.38689816870981 43.64372324689021, -79.38686102193654 43.6437309076691, -79.38685069801059 43.64370469298301, -79.38688784478386 43.64369703220076, -79.38689816870981 43.64372324689021))"
7528N,tn,"POLYGON ((-79.38688784478386 43.64369703220076, -79.3868506980106 43.643704692983, -79.38684037408466 43.64367847828547, -79.38687752085794 43.6436708174999, -79.38688784478386 43.64369703220076))"
7530N,tn,"POLYGON ((-79.38687752085794 43.6436708174999, -79.38684037408467 43.64367847828546, -79.38683005015872 43.64365226357649, -79.38686719693199 43.64364460278757, -79.38687752085794 43.6436708174999))"
7431N,tn,"POLYGON ((-79.38684037408466 43.64367847828547, -79.38680322731139 43.64368613907006, -79.38679290338544 43.64365992436444, -79.38683005015872 43.64365226357649, -79.38684037408466 43.64367847828547))"
7429N,tn,"POLYGON ((-79.38685069801059 43.64370469298301, -79.38681355123732 43.64371235376426, -79.38680322731139 43.64368613907008, -79.38684037408466 43.64367847828547, -79.38685069801059 43.64370469298301))"
7427N,tn,"POLYGON ((-79.38686102193653 43.6437309076691, -79.38682387516327 43.64373856844701, -79.38681355123732 43.64371235376426, -79.38685069801059 43.64370469298301, -79.38686102193653 43.6437309076691))"
7425N,tn,"POLYGON ((-79.38687134586249 43.64375712234376, -79.38683419908924 43.64376478311832, -79.38682387516327 43.64373856844701, -79.38686102193654 43.6437309076691, -79.38687134586249 43.64375712234376))"
7423N,tn,"POLYGON ((-79.38688166978842 43.64378333700697, -79.38684452301517 43.6437909977782, -79.38683419908921 43.64376478311833, -79.38687134586249 43.64375712234376, -79.38688166978842 43.64378333700697))"
7026N,tn,"POLYGON ((-79.38640126175181 43.64383091101652, -79.38636411497856 43.64383857178167, -79.3863537910526 43.64381235714256, -79.38639093782588 43.64380469637405, -79.38640126175181 43.64383091101652))"
7028N,tn,"POLYGON ((-79.38639093782588 43.64380469637405, -79.38635379105261 43.64381235714256, -79.38634346712666 43.64378614249202, -79.38638061389993 43.64377848172016, -79.38639093782588 43.64380469637405))"
7030N,tn,"POLYGON ((-79.38638061389993 43.64377848172016, -79.38634346712668 43.643786142492, -79.38633314320073 43.64375992783002, -79.386370289974 43.64375226705482, -79.38638061389993 43.64377848172016))"
6931N,tn,"POLYGON ((-79.38634346712666 43.64378614249202, -79.3863063203534 43.64379380326288, -79.38629599642746 43.64376758860423, -79.38633314320073 43.64375992783002, -79.38634346712666 43.64378614249202))"
6929N,tn,"POLYGON ((-79.3863537910526 43.64381235714256, -79.38631664427935 43.64382001791009, -79.38630632035338 43.64379380326288, -79.38634346712666 43.64378614249202, -79.3863537910526 43.64381235714256))"
6927N,tn,"POLYGON ((-79.38636411497855 43.64383857178169, -79.38632696820528 43.64384623254586, -79.38631664427933 43.64382001791009, -79.3863537910526 43.64381235714256, -79.38636411497855 43.64383857178169))"
6925N,tn,"POLYGON ((-79.3863744389045 43.64386478640935, -79.38633729213124 43.6438724471702, -79.38632696820528 43.64384623254586, -79.38636411497856 43.64383857178167, -79.3863744389045 43.64386478640935))"
6923N,tn,"POLYGON ((-79.38638476283045 43.64389100102559, -79.38634761605719 43.64389866178308, -79.38633729213123 43.6438724471702, -79.3863744389045 43.64386478640935, -79.38638476283045 43.64389100102559))"
6922N,tn,"POLYGON ((-79.38632272269624 43.64390445083907, -79.38628557592298 43.64391211159485, -79.38627525199703 43.64388589698783, -79.38631239877031 43.6438782362287, -79.38632272269624 43.64390445083907))"
6924N,tn,"POLYGON ((-79.38631239877031 43.6438782362287, -79.38627525199703 43.64388589698782, -79.3862649280711 43.64385968236936, -79.38630207484437 43.64385202160689, -79.38631239877031 43.6438782362287))"
6930N,tn,"POLYGON ((-79.38628142699248 43.64379959232897, -79.38624428021923 43.64380725309811, -79.38623395629327 43.64378103844533, -79.38627110306655 43.64377337767283, -79.38628142699248 43.64379959232897))"
6827N,tn,"POLYGON ((-79.3862649280711 43.64385968236936, -79.38622778129783 43.64386734313085, -79.38621745737187 43.6438411285043, -79.38625460414515 43.64383346773946, -79.3862649280711 43.64385968236936))"
6825N,tn,"POLYGON ((-79.38627525199703 43.64388589698782, -79.38623810522378 43.64389355774597, -79.38622778129783 43.64386734313085, -79.38626492807111 43.64385968236936, -79.38627525199703 43.64388589698782))"
6823N,tn,"POLYGON ((-79.38628557592298 43.64391211159485, -79.38624842914973 43.64391977234965, -79.38623810522377 43.64389355774598, -79.38627525199703 43.64388589698782, -79.38628557592298 43.64391211159485))"
6822N,tn,"POLYGON ((-79.38622256336812 43.64392556140359, -79.38618541659486 43.64393322215669, -79.38617509266891 43.64390700755888, -79.38621223944217 43.64389934680245, -79.38622256336812 43.64392556140359))"
6824N,tn,"POLYGON ((-79.38621223944217 43.64389934680245, -79.38617509266892 43.64390700755887, -79.38616476874296 43.64388079294963, -79.38620191551624 43.64387313218985, -79.38621223944217 43.64389934680245))"
6826N,tn,"POLYGON ((-79.38620191551624 43.64387313218985, -79.38616476874297 43.64388079294962, -79.38615444481702 43.64385457832894, -79.38619159159029 43.64384691756582, -79.38620191551624 43.64387313218985))"
6828N,tn,"POLYGON ((-79.38619159159029 43.64384691756582, -79.38615444481704 43.64385457832893, -79.38614412089109 43.64382836369681, -79.38618126766436 43.64382070293033, -79.38619159159029 43.64384691756582))"
6830N,tn,"POLYGON ((-79.38618126766436 43.64382070293033, -79.38614412089109 43.6438283636968, -79.38613379696515 43.64380214905323, -79.38617094373842 43.64379448828343, -79.38618126766436 43.64382070293033))"
6731N,tn,"POLYGON ((-79.38614412089109 43.64382836369681, -79.38610697411782 43.6438360244623, -79.38609665019187 43.64380980982207, -79.38613379696515 43.64380214905323, -79.38614412089109 43.64382836369681))"
6729N,tn,"POLYGON ((-79.38615444481702 43.64385457832894, -79.38611729804376 43.64386223909107, -79.38610697411781 43.6438360244623, -79.38614412089109 43.64382836369681, -79.38615444481702 43.64385457832894))"
6727N,tn,"POLYGON ((-79.38616476874296 43.64388079294963, -79.38612762196971 43.64388845370843, -79.38611729804374 43.64386223909109, -79.38615444481702 43.64385457832894, -79.38616476874296 43.64388079294963))"
6725N,tn,"POLYGON ((-79.38617509266892 43.64390700755887, -79.38613794589567 43.64391466831432, -79.38612762196971 43.64388845370843, -79.38616476874297 43.64388079294962, -79.38617509266892 43.64390700755887))"
6723N,tn,"POLYGON ((-79.38618541659486 43.64393322215669, -79.3861482698216 43.6439408829088, -79.38613794589564 43.64391466831433, -79.38617509266892 43.64390700755887, -79.38618541659486 43.64393322215669))"
6722N,tn,"POLYGON ((-79.38612337646065 43.64394737564583, -79.38608622968739 43.64395503639614, -79.38607590576143 43.64392882180785, -79.38611305253471 43.64392116105419, -79.38612337646065 43.64394737564583))"
6724N,tn,"POLYGON ((-79.38611305253471 43.64392116105419, -79.38607590576144 43.64392882180784, -79.3860655818355 43.64390260720811, -79.38610272860876 43.64389494645111, -79.38611305253471 43.64392116105419))"
6726N,tn,"POLYGON ((-79.38610272860876 43.64389494645111, -79.38606558183551 43.6439026072081, -79.38605525790955 43.64387639259694, -79.38609240468283 43.6438687318366, -79.38610272860876 43.64389494645111))"
6728N,tn,"POLYGON ((-79.38609240468283 43.6438687318366, -79.38605525790956 43.64387639259694, -79.38604493398361 43.64385017797433, -79.38608208075688 43.64384251721064, -79.38609240468283 43.6438687318366))"
6730N,tn,"POLYGON ((-79.38608208075688 43.64384251721064, -79.38604493398363 43.64385017797433, -79.38603461005766 43.64382396334028, -79.38607175683094 43.64381630257326, -79.38608208075688 43.64384251721064))"
6631N,tn,"POLYGON ((-79.38604493398361 43.64385017797433, -79.38600778721035 43.64385783873703, -79.3859974632844 43.64383162410633, -79.38603461005766 43.64382396334028, -79.38604493398361 43.64385017797433))"
6625N,tn,"POLYGON ((-79.38607590576144 43.64392882180784, -79.38603875898819 43.64393648256051, -79.38602843506223 43.64391026796413, -79.38606558183551 43.6439026072081, -79.38607590576144 43.64392882180784))"
6623N,tn,"POLYGON ((-79.38608622968739 43.64395503639614, -79.38604908291413 43.64396269714547, -79.38603875898818 43.64393648256052, -79.38607590576144 43.64392882180784, -79.38608622968739 43.64395503639614))"
6628N,tn,"POLYGON ((-79.38599321777535 43.64388984241368, -79.3859560710021 43.64389750317132, -79.38594574707614 43.64387128855793, -79.38598289384942 43.64386362779694, -79.38599321777535 43.64388984241368))"
6630N,tn,"POLYGON ((-79.38598289384942 43.64386362779694, -79.38594574707616 43.64387128855792, -79.3859354231502 43.64384507393309, -79.38597256992347 43.64383741316875, -79.38598289384942 43.64386362779694))"
6525N,tn,"POLYGON ((-79.38597671885397 43.6439499323638, -79.38593957208072 43.64395759311378, -79.38592924815475 43.64393137852662, -79.38596639492803 43.64392371777328, -79.38597671885397 43.6439499323638))"
6523N,tn,"POLYGON ((-79.3859870427799 43.64397614694288, -79.38594989600665 43.64398380768953, -79.38593957208069 43.64395759311379, -79.38597671885397 43.6439499323638, -79.3859870427799 43.64397614694288))"
6522N,tn,"POLYGON ((-79.38592500264572 43.64399030042191, -79.38588785587245 43.64399796116674, -79.38587753194651 43.64397174659718, -79.38591467871977 43.643964085849, -79.38592500264572 43.64399030042191))"
6524N,tn,"POLYGON ((-79.38591467871977 43.643964085849, -79.38587753194652 43.64397174659717, -79.38586720802056 43.64394553201618, -79.38590435479384 43.64393787126466, -79.38591467871977 43.643964085849))"
6526N,tn,"POLYGON ((-79.38590435479384 43.64393787126466, -79.38586720802057 43.64394553201617, -79.38585688409462 43.64391931742374, -79.38589403086789 43.64391165666887, -79.38590435479384 43.64393787126466))"
6528N,tn,"POLYGON ((-79.38589403086789 43.64391165666887, -79.38585688409464 43.64391931742374, -79.38584656016867 43.64389310281986, -79.38588370694195 43.64388544206165, -79.38589403086789 43.64391165666887))"
6530N,tn,"POLYGON ((-79.38588370694195 43.64388544206165, -79.38584656016869 43.64389310281985, -79.38583623624274 43.64386688820454, -79.385873383016 43.64385922744299, -79.38588370694195 43.64388544206165))"
6431N,tn,"POLYGON ((-79.38584656016867 43.64389310281986, -79.38580941339542 43.64390076357708, -79.38579908946946 43.64387454896512, -79.38583623624274 43.64386688820454, -79.38584656016867 43.64389310281986))"
6429N,tn,"POLYGON ((-79.38585688409462 43.64391931742374, -79.38581973732136 43.64392697817762, -79.38580941339541 43.64390076357709, -79.38584656016867 43.64389310281986, -79.38585688409462 43.64391931742374))"
6427N,tn,"POLYGON ((-79.38586720802056 43.64394553201618, -79.3858300612473 43.64395319276672, -79.38581973732134 43.64392697817763, -79.38585688409462 43.64391931742374, -79.38586720802056 43.64394553201618))"
6425N,tn,"POLYGON ((-79.38587753194652 43.64397174659717, -79.38584038517327 43.64397940734437, -79.3858300612473 43.64395319276672, -79.38586720802057 43.64394553201617, -79.38587753194652 43.64397174659717))"
6423N,tn,"POLYGON ((-79.38588785587245 43.64399796116674, -79.3858507090992 43.64400562191059, -79.38584038517324 43.64397940734438, -79.38587753194652 43.64397174659717, -79.38588785587245 43.64399796116674))"
6428N,tn,"POLYGON ((-79.38579484396043 43.64393276723088, -79.38575769718717 43.64394042798304, -79.38574737326121 43.64391421338838, -79.38578452003448 43.64390655263286, -79.38579484396043 43.64393276723088))"
6430N,tn,"POLYGON ((-79.38578452003448 43.64390655263286, -79.38574737326122 43.64391421338838, -79.38574336858179 43.64390404467154, -79.38573704933526 43.64388799878227, -79.38577419610854 43.64388033802341, -79.38578452003448 43.64390655263286))"
6327N,tn,"POLYGON ((-79.38576802111309 43.64396664256628, -79.38573087433983 43.64397430331413, -79.38572055041388 43.64394808873424, -79.38575769718715 43.64394042798304, -79.38576802111309 43.64396664256628))"
6325N,tn,"POLYGON ((-79.38577834503904 43.64399285713805, -79.38574119826578 43.64400051788257, -79.38573087433983 43.64397430331413, -79.38576802111311 43.64396664256627, -79.38577834503904 43.64399285713805))"
