id,booth,name,website
479,911,SkyTEM Canada Inc.,http://www.skytem.com
480,7029N,Small Modular Reactors & Mining,http://www.cnl.ca
481,6103N,"SmithCo Mfg, Inc",http://www.sidedump.com
482,6202N,SNF Canada,http://www.snfcanada.com
483,218,"Society for Mining, Metallurgy & Exploration (SME) Inc.",http://www.smenet.org
484,718,Society of Economic Geologists,http://www.segweb.org
485,7418N,Society of Exploration Geophysicists (SEG),http://www.seg.org
486,627,SODERN,http://www.sodern.com
487,7217N,SolidCAD,http://www.solidcad.ca
488,6726N,Son-Mak,http://www.son-mak.com.tr
489,1343,"South Africa, Department of Mineral Resources",http://www.dmr.gov.za
490,416,"South Australia, Government of (Australia Minerals)",http://www.australiaminerals.gov.au
491,7518N,Southern Geoscience Consultants Pty Ltd,http://www.sgc.com.au
492,341,Southern Mapping Company,http://www.southernmapping.com
493,1017,"SpecTIR, LLC",http://www.spectir.com
494,1411,Spectral Evolution,http://www.spectralevolution.com
495,1015,Spektra Drilling,http://www.spektra.com.tr
496,6430N,SPI Health and Safety,http://www.spi-s.com/en
497,113,SRK Consulting Canada Inc.,http://www.srk.com
498,609,Stantec,http://spotlight.stantec.com
499,6828N,STAR Alliance,http://www.staralliance.com
500,6731N,Star Trace Private Ltd.,http://www.startraceltd.com
501,7431N,Stebbins Engineering,http://www.stebbinseng.com
502,6422N,Stockholm Precision Tools AB,http://www.sptab.com
503,1133,Story Environmental Inc.,http://www.storyenvironmental.com
504,6235N,Stratus Aeronautics Inc.,http://www.stratusaeronautics.com
505,247,Stuart Olson,http://www.stuartolson.com
506,653,Sudbury (Greater Sudbury),http://www.investsudbury.ca
507,6408N,Summit Camps,http://www.summitcamps.ca
508,849,Summit Helicopters,http://www.summithelicopters.ca
509,6318N,SUNDRIL,http://www.sundril.com
510,1237,SurveyTECH Instruments,http://www.surveytechinstruments.com
511,405,"Sweden, Geological Survey of",http://www.sgu.se
512,1048,Swick Drilling North America,http://www.swickmining.com
513,6623N,Systems for Research Corp.,http://www.sfr.ca
514,6927N,Taiga Robotics,http://www.taigarobotics.com
515,7312N,Tanzania High Commission,http://www.tzrepottawa.ca
516,1246,Team Drilling LP,http://www.teamdrilling.com
517,7330N,Techking Tires Limited,http://www.techking.com
518,7512N,Technical Translation Services,http://www.techtranslation.com
519,1436,Technidrill,http://www.technidrill.com
520,6730N,Tema Isenmann Inc.,http://www.temaisenmann.com
521,1324,TerraCore,http://www.terracoregeo.com
522,7535N,Terrafix Geosynthetics Inc.,http://www.terrafixgeo.com
523,1136,Terrane Geoscience Inc.,http://www.terranegeoscience.com
524,804,Terraplus Inc.,http://www.terraplus.ca
525,114,Terraquest Ltd.,http://www.terraquest.ca
526,908,Tetra Tech,http://www.tetratech.com
527,6107N,TFG Global Insurance Solutions Ltd.,http://www.tfgglobal.com
528,1111,The Claim Group Inc.,http://www.theclaimgroup.com
529,7227N,The Ivey Group,http://www.iveygroup.ca
530,7319N,The Thyssen Mining Group of Companies,http://www.thyssenmining.com
531,345,The West Coast Fishing Club,http://www.westcoastfishingclub.com
532,504,Thermo Fisher Scientific,http://www.thermofisher.com
533,349,Thomas O'Neill & Associates Inc.,http://www.oneill-inc.com
534,6924N,Thor Global Enterprises Ltd.,http://www.thorglobal.ca
535,612,ThreeDify Inc.,http://www.threedify.com
536,946,"Thunder Bay, Mining in Northwestern Ontario",http://www.thunderbaycedc.ca
537,6922N,Tioga Air Heaters,http://www.tiogaairheaters.com
538,7427N,Titan Environmental Containment,http://www.titanenviro.ca
539,623,TransPerfect Translations,http://www.transperfect.com
540,750,Tretan Inc.,http://www.tretan.com
541,243,Trimble,http://landadmin.trimble.com
542,6429N,Trueminer Software Inc.,http://www.trueminer.com
543,500,TSL Laboratories Inc.,http://www.tsllabs.com
544,524,Tulloch Engineering,http://www.tulloch.ca
545,1009,U.S. Geological Survey,http://www.minerals.usgs.gov
546,7207N,UL,http://www.ul.com
547,1044,Universal Helicopters,http://www.uhgroup.ca
548,1339,Université de Lorraine,http://www.univ-lorraine.fr
549,436,University of British Columbia,http://www.mdru.ubc.ca
550,120,University of Toronto,http://www.es.utoronto.ca
551,945,"University of Waterloo, Department of Earth and Environmental Sciences",https://www.uwaterloo.ca/earth-environmental-sciences
552,6306N,UpDeep Project,http://newprojects.gtk.fi/updeep
553,7225N,"Valaurum, Inc.",http://www.valaurum.com
554,7223N,Vancon Core Saw Inc.,http://www.vanconcoresaw.com
555,704,Varco Pruden Buildings (VP Buildings),http://www.vp.com
556,7531N,"VEGA Instruments, Canada Ltd.",http://www.vega.com
557,452,Vektore Exploration Consulting Corporation,http://www.vektore.com
558,236,Veolia Water Technologies,http://www.veoliawatertech.com
559,251,Verisk Maplecroft,https://maplecroft.com
560,751,VersaDrill Canada,http://www.versadrillcanada.com
561,301,VICTAULIC,http://www.victaulic.com
562,6930N,Voyages Lindberg Inc.,http://www.voyageslindberg.com
563,6410N,Wabun Tribal Council,http://www.wabun.on.ca
564,940,Wajax ,http://www.wajax.com
565,1152,"Walden Group, The",http://www.waldengroup.ca
566,901,"Watts, Griffis and McOuat Limited",http://www.wgm.ca
567,700,Weatherhaven,http://www.weatherhaven.com
568,6734N,West End Radiators,http://www.westendrad.ca
569,418,"Western Australia, Department of Mines, Industry Regulation and Safety (Australia Minerals)",http://www.australiaminerals.gov.au
570,6634N,Westpro Machinery Inc.,http://www.westpromachinery.com
571,7416N,White & Case LLP,http://www.whitecase.com
572,1139,Wink Vibracore Drill Company Ltd.,http://www.vibracorer.com
573,307,Wireline Services Group,http://www.wirelineservices.com.au
574,1100,Wood,http://www.woodplc.com
575,6929N,Workplace Safety North,http://www.workplacesafetynorth.ca
576,1216,WSP Canada Inc.,http://www.wsp.com
577,450,Xcalibur Airborne Geophysics,http://www.groupxcalibur.com
578,6317N,Xploration Services Greenland A/S,http://www.xplorationservices.com
579,615,XPS ,http://www.xps.ca
580,6230N,Yesti Insaat ve Tic. Ltd. Sti.,http://www.yestigroup.com
581,427,Yukon Chamber of Mines,http://www.yukonminers.org
582,528,"Yukon, Government of",http://www.yukon.ca
583,1038,Zonge International Inc.,http://www.zonge.com
